Gene_ID,randomSummary,randomP,randomCi.lb,randomCi.ub,Gene_Symbol,Gene_Description
ENSG00000122218,0.00255810369426775,0.940111536944247,-0.0641770589334521,0.0692932663219875,COPA,COPI coat complex subunit alpha
ENSG00000122224,0.210805666137321,0.0593225421590631,-0.00829102452305841,0.429902356797699,LY9,lymphocyte antigen 9
ENSG00000122254,-0.0352927225191625,0.870232679516412,-0.458720854703342,0.388135409665017,HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2
ENSG00000122257,0.00732115013980626,0.83192095868982,-0.0602876457643284,0.0749299460439409,RBBP6,"RB binding protein 6, ubiquitin ligase"
ENSG00000122299,0.0325968982458163,0.366813271449195,-0.0381971993601342,0.103390995851767,ZC3H7A,zinc finger CCCH-type containing 7A
ENSG00000122335,0.0508051476661409,0.675135458099785,-0.186784428170233,0.288394723502515,SERAC1,serine active site containing 1
ENSG00000122359,-0.178820857013978,0.0359444514591428,-0.345911778207739,-0.0117299358202177,ANXA11,annexin A11
ENSG00000122367,-0.0743647438178633,0.846746840856994,-0.828499196665725,0.679769709029998,LDB3,LIM domain binding 3
ENSG00000122376,0.127901091362552,0.192757354425867,-0.0645658576021598,0.320368040327263,SHLD2,shieldin complex subunit 2
ENSG00000122378,-0.00625801767317397,0.880904616604511,-0.0881247935770287,0.0756087582306808,PRXL2A,peroxiredoxin like 2A
ENSG00000122386,-0.0517709146264455,0.712748151072814,-0.327376603506662,0.223834774253771,ZNF205,zinc finger protein 205
ENSG00000122390,0.0158860331075431,0.612603310152664,-0.0456038095626727,0.0773758757777589,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit"
ENSG00000122406,0.018406134697508,0.785684866870168,-0.114263736220699,0.151076005615715,RPL5,ribosomal protein L5
ENSG00000122417,-0.0678378965033275,0.116566467550685,-0.152560779029955,0.0168849860232999,ODF2L,outer dense fiber of sperm tails 2 like
ENSG00000122420,-0.133443497287932,0.796031562195359,-1.14527418944135,0.878387194865482,PTGFR,prostaglandin F receptor
ENSG00000122432,,,,,SPATA1,spermatogenesis associated 1
ENSG00000122435,0.0277342311696187,0.648872902730061,-0.0916479081808704,0.147116370520108,TRMT13,tRNA methyltransferase 13 homolog
ENSG00000122477,-0.106924056377939,0.395619894595553,-0.353627688263956,0.139779575508078,LRRC39,leucine rich repeat containing 39
ENSG00000122481,-0.00745058008353127,0.883091818782405,-0.10675541522506,0.0918542550579976,RWDD3,RWD domain containing 3
ENSG00000122482,-0.0620046504509917,0.23033491047093,-0.163319554485633,0.0393102535836492,ZNF644,zinc finger protein 644
ENSG00000122483,-0.0543175834088216,0.308089155450968,-0.15876848053894,0.0501333137212973,CCDC18,coiled-coil domain containing 18
ENSG00000122484,0.0256948727690714,0.816357268092215,-0.191160986078604,0.242550731616747,RPAP2,RNA polymerase II associated protein 2
ENSG00000122490,0.0287084412988766,0.557617075704093,-0.0672482206607425,0.124665103258496,SLC66A2,solute carrier family 66 member 2
ENSG00000122507,0.0319788932929892,0.677839884148976,-0.11890116926094,0.182858955846918,BBS9,Bardet-Biedl syndrome 9
ENSG00000122512,0.0581315628691933,0.280700244115006,-0.0474869950399034,0.16375012077829,PMS2,"PMS1 homolog 2, mismatch repair system component"
ENSG00000122515,0.075028707683545,0.497280369882313,-0.141616781759571,0.291674197126661,ZMIZ2,zinc finger MIZ-type containing 2
ENSG00000122545,-0.0671970034975461,0.579648154357182,-0.304972791021041,0.170578784025949,SEPTIN7,septin 7
ENSG00000122547,0.00775695279402453,0.937735204029235,-0.186866520010505,0.202380425598554,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1
ENSG00000122548,0.179541236504597,0.134591898089846,-0.0556450009081037,0.414727473917298,,
ENSG00000122550,-0.0546265125261246,0.197629057285101,-0.137730613064691,0.0284775880124415,KLHL7,kelch like family member 7
ENSG00000122557,0.00043605012878676,0.989621155656565,-0.0652636405369567,0.0661357407945302,HERPUD2,HERPUD family member 2
ENSG00000122565,0.0418084795920741,0.162249930922164,-0.0168251605722039,0.100442119756352,CBX3,chromobox 3
ENSG00000122566,-0.00959238938670703,0.738589570654581,-0.0659289642416978,0.0467441854682838,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1
ENSG00000122574,-0.014287878466538,0.876421890131702,-0.194368423354941,0.165792666421865,WIPF3,WAS/WASL interacting protein family member 3
ENSG00000122584,-0.283555629372011,0.0735847289706609,-0.59417652491191,0.0270652661678881,NXPH1,neurexophilin 1
ENSG00000122585,,,,,NPY,neuropeptide Y
ENSG00000122591,-0.124093083628542,0.0710486796812714,-0.258827478603169,0.0106413113460854,HYCC1,hyccin PI4KA lipid kinase complex subunit 1
ENSG00000122592,,,,,HOXA7,homeobox A7
ENSG00000122641,-0.188785688405587,0.279722407692854,-0.531091529241133,0.153520152429959,INHBA,inhibin subunit beta A
ENSG00000122642,-0.173205443158864,0.0456147904398359,-0.343033623646386,-0.00337726267134161,FKBP9,FKBP prolyl isomerase 9
ENSG00000122643,-0.0299829201078687,0.488271201049171,-0.11477406272147,0.0548082225057327,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
ENSG00000122644,-0.395591543484956,0.296056003135845,-1.13759939983104,0.346416312861127,ARL4A,ADP ribosylation factor like GTPase 4A
ENSG00000122674,0.0187397682296895,0.581732662671961,-0.0479369987262197,0.0854165351855988,CCZ1,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated"
ENSG00000122678,0.0283143975834967,0.499385675107792,-0.0538451286103189,0.110473923777312,POLM,DNA polymerase mu
ENSG00000122687,-0.0157639680734209,0.667400946515047,-0.087664203422681,0.0561362672758393,MRM2,mitochondrial rRNA methyltransferase 2
ENSG00000122691,-0.127767679764198,0.760736567684054,-0.950128257698966,0.694592898170571,TWIST1,twist family bHLH transcription factor 1
ENSG00000122692,-0.0643116327453645,0.093114318014826,-0.139376523198927,0.0107532577081983,SMU1,SMU1 DNA replication regulator and spliceosomal factor
ENSG00000122694,0.168889642784437,0.651731414738412,-0.564491577455696,0.902270863024569,GLIPR2,GLI pathogenesis related 2
ENSG00000122696,0.0209418552183197,0.57842806208217,-0.0529228015592848,0.0948065119959243,SLC25A51,solute carrier family 25 member 51
ENSG00000122705,0.0376200155162053,0.270108364506952,-0.0292397992503431,0.104479830282754,CLTA,clathrin light chain A
ENSG00000122707,0.0802784555670166,0.257567099287817,-0.0586973580303064,0.21925426916434,RECK,reversion inducing cysteine rich protein with kazal motifs
ENSG00000122728,0.0508644345300702,0.681352563204452,-0.19192186996498,0.293650739025121,TAF1L,TATA-box binding protein associated factor 1 like
ENSG00000122729,0.0090348790440616,0.84289498547089,-0.0803130936861213,0.0983828517742445,ACO1,aconitase 1
ENSG00000122733,-0.150010019566011,0.618170955271441,-0.739873853605555,0.439853814473533,PHF24,PHD finger protein 24
ENSG00000122735,-0.267715947981412,0.549158912996535,-1.1436679736734,0.608236077710575,DNAI1,dynein axonemal intermediate chain 1
ENSG00000122741,0.0347472431442926,0.252716634017313,-0.0247953227381145,0.0942898090266997,DCAF10,DDB1 and CUL4 associated factor 10
ENSG00000122756,0.153790313355554,0.254683199543844,-0.110837267469531,0.418417894180639,CNTFR,ciliary neurotrophic factor receptor
ENSG00000122778,0.0612535269375797,0.485255117953534,-0.110775328303101,0.233282382178261,KIAA1549,KIAA1549
